Club,Ball,Club Speed,Attack Angle,Club Path,Low Point,Swing Plane,Swing Direction,Dyn. Loft,Face Angle,Face To Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Spin Rate,Spin Axis,Impact Height,Impact Offset,Spin_Loft,V_Loft,Gear_Factor
3 Wood,Standard,97.406,-1.51,1.054,-2.404,51.246,0.109,12.911,-0.742,1.464,140.345,1.441,10.645,0.461,3452.536904418132,6.661127374530745,-4.25,-3.309,14.421,2023.915245,-61.289249999999996
3 Wood,Standard,89.581,-1.455,-2.172,-1.801,48.467,-5.752,15.06,0.049,-0.497,128.115,1.43,9.9,0.562,3584.4113797520263,-0.6359996564651509,0.886,-5.428,16.515,2115.819225,14.632290000000001
3 Wood,Practice,112.387,1.247,3.293,-1.453,51.146,2.817,14.488,1.297,-0.614,162.132,1.443,10.927,0.926,2889.0586922489183,-3.4143102255518576,4.79,3.358,13.241,2146.789812,63.424389999999995
3 Wood,Premium,77.743,-1.753,0.17,-1.615,53.445,1.682,14.002,-0.313,-0.706,114.251,1.47,9.281,-2.222,3763.002139861594,-2.70194156252908,-1.441,0.533,15.755,1800.024505,-22.702955000000003
3 Wood,Tour,103.08,-0.445,-2.804,-0.026,56.091,-0.967,15.5,-2.916,0.637,150.337,1.458,10.973,0.201,3735.927472810838,3.383108726119948,-0.575,-4.812,15.945,2397.1234649999997,-9.168375
3 Wood,Standard,91.561,-0.929,-1.003,-0.901,49.72,0.708,13.056,1.114,-0.617,135.141,1.476,9.24,-0.653,3360.190195356531,-2.6290451752288533,-3.557,0.313,13.985,1889.9468849999998,-49.744645
3 Wood,Standard,112.37,-1.261,-2.263,-1.969,48.909,-0.891,12.212,2.287,-0.655,161.516,1.437,8.019,0.47,3095.88398393339,-2.401074457051245,4.399,-2.869,13.472999999999999,2176.105068,59.267726999999994
3 Wood,Practice,105.877,-1.692,-0.154,-0.431,50.604,1.646,12.42,-0.093,-0.598,153.255,1.447,8.749,-1.836,3310.6615267619445,-1.463942696582357,-1.115,-5.12,14.112,2162.73456,-15.73488
3 Wood,Practice,110.142,-0.948,2.759,-2.459,54.22,-2.381,11.753,0.257,-0.968,160.666,1.459,8.558,-1.472,2823.731540535394,-4.493244483800063,4.365,0.227,12.701,2040.618866,55.439865000000005
3 Wood,Tour,89.286,-1.445,1.304,-1.433,53.714,1.833,14.931,-0.265,-0.85,134.285,1.504,10.467,-0.648,3830.471230156681,-3.5818327204694613,0.204,2.678,16.375999999999998,2199.0511599999995,3.3407039999999992
3 Wood,Standard,97.879,-0.784,-0.315,-1.022,50.998,-1.969,14.759,0.728,1.836,140.936,1.44,10.385,-0.171,3408.85624047153,7.834528357741792,0.591,-4.629,15.543000000000001,2190.568248,9.185913
3 Wood,Tour,82.22,-0.631,-1.984,-1.711,48.583,0.432,14.05,-0.913,-0.704,119.249,1.45,10.132,-1.416,3484.6669788062513,-2.705906917147771,1.791,-0.749,14.681000000000001,1750.694569,26.293671
3 Wood,Tour,99.576,-0.813,1.114,-1.593,49.497,-4.91,15.499,1.446,-1.019,144.178,1.448,10.426,1.787,3948.0575080706217,-4.136147905437037,-2.728,2.71,16.312,2351.831536,-44.49913600000001
3 Wood,Practice,91.962,-0.637,-2.238,-2.764,49.631,2.859,14.226,0.701,-0.407,133.215,1.449,9.51,-0.29,3218.5801578939218,-0.8218933569070217,-1.376,-3.583,14.863000000000001,1979.9745450000003,-20.451488
3 Wood,Tour,86.031,-1.646,1.526,0.326,56.535,-1.643,14.51,0.115,-2.633,124.754,1.45,10.676,-0.108,3779.0053819827235,-9.640855704395651,0.996,1.941,16.156,2015.5256239999999,16.091376
3 Wood,Practice,72.018,-1.557,0.337,-0.455,56.929,-0.643,15.552,2.414,-0.15,104.546,1.452,11.004,-0.967,3711.383670951535,-0.5552942770162299,-2.527,0.824,17.108999999999998,1788.677514,-43.234443
3 Wood,Tour,109.255,-0.416,-0.571,-0.285,58.017,-2.858,11.89,0.14,-0.293,160.013,1.465,8.443,0.736,3375.1615142409214,-2.045337198459212,-1.054,2.587,12.306000000000001,1969.1199780000002,-12.970524000000001
3 Wood,Standard,100.064,-1.918,-0.398,-0.777,49.935,3.68,14.007,-0.341,-1.766,144.201,1.441,10.29,0.707,3382.5499527557154,-7.304289042833616,2.065,4.215,15.924999999999999,2296.400925,32.885124999999995
3 Wood,Practice,83.843,-0.618,-0.613,-1.464,58.35,0.547,13.733,-0.813,-1.333,120.48,1.437,10.183,-0.985,3222.759025536993,-5.188471262515322,-3.318,-0.678,14.351,1729.0084800000002,-47.616618
3 Wood,Tour,75.923,-1.867,-2.996,-0.548,45.806,-2.104,14.091,-0.092,0.873,109.905,1.448,10.705,-2.14,4023.643296654731,1.937015826072716,-3.252,5.549,15.957999999999998,1753.8639899999998,-51.89541599999999
3 Wood,Premium,96.259,-0.891,1.919,-1.095,48.469,-0.018,12.841,-2.179,-1.194,140.212,1.457,8.76,2.582,3071.3594224680614,-5.213924911741223,3.529,1.431,13.732,1925.3911839999998,48.460227999999994
3 Wood,Premium,99.426,1.936,-1.101,-1.155,46.485,-0.902,13.624,2.497,-0.025,143.146,1.44,9.758,0.065,2898.716933935833,0.2267080412509781,0.001,-1.927,11.688,1673.090448,0.011688
3 Wood,Tour,102.433,-2.434,0.734,-2.925,56.778,1.135,13.132,-0.119,-0.531,150.309,1.467,8.959,-1.732,3520.3166351660984,-0.5988568711830824,2.476,-6.174,15.565999999999999,2339.7098939999996,38.541416
3 Wood,Premium,74.145,0.109,0.063,-1.704,58.362,-1.394,13.525,1.913,0.062,106.553,1.437,9.788,0.71,3221.5358735478285,0.5875652617222944,1.794,-1.442,13.416,1429.515048,24.068304
3 Wood,Practice,74.78,0.129,-1.646,-3.181,45.458,-3.901,14.878,2.116,0.079,109.091,1.459,11.108,0.565,3142.056335748289,0.1816907787167397,0.722,1.341,14.749,1608.983159,10.648778
3 Wood,Premium,86.59,-0.286,3.306,-2.11,49.812,-2.794,14.095,-0.724,0.309,125.393,1.448,10.299,0.517,3432.222895082907,1.491789529078081,-0.107,-0.661,14.381,1803.2767330000001,-1.538767
3 Wood,Premium,110.111,-0.52,-0.036,-0.867,51.658,0.868,11.718,2.091,-1.183,160.606,1.459,8.415,0.424,3358.841218951498,-4.9223984255131015,-2.045,-3.059,12.238,1965.496228,-25.026709999999998
3 Wood,Premium,108.213,-1.057,0.364,0.635,55.063,-4.162,14.272,-0.325,-1.278,156.129,1.443,10.921,-0.67,4009.0778477987965,-4.966841661162707,-2.328,0.303,15.329,2393.301441,-35.685912
3 Wood,Standard,112.14,-2.528,-1.038,-0.363,52.251,1.487,14.951,1.374,1.234,159.532,1.423,9.945,-0.315,3965.6697787802277,4.68832367034725,1.89,-2.883,17.479,2788.459828,33.035309999999996
3 Wood,Premium,91.895,-1.506,-1.443,-1.53,48.561,2.274,12.869,2.023,-0.54,131.538,1.431,8.003,2.429,3617.349743304126,-2.004856266128645,-4.603,-0.64,14.375,1890.85875,-66.168125
3 Wood,Tour,105.128,-0.342,-1.003,-0.683,53.29,1.019,13.014,-0.805,-1.73,151.975,1.446,9.835,2.449,3631.7585473391337,-7.827931708409976,-0.815,1.021,13.356,2029.7781,-10.88514
3 Wood,Tour,106.871,-0.839,-1.86,-1.022,56.927,-1.085,13.151,1.314,-0.379,153.107,1.433,8.985,2.545,3601.566158733436,-2.2100884380028814,1.564,3.322,13.99,2141.96693,21.88036
3 Wood,Premium,99.167,-1.814,-2.425,-1.291,55.056,1.501,12.474,-0.17,0.873,147.737,1.49,8.571,-1.923,3751.4452668115687,3.685680539504407,-8.608,-0.348,14.288,2110.866256,-122.991104
3 Wood,Premium,109.614,-0.622,-1.124,-2.389,54.213,-1.295,12.251,-1.5,0.197,158.494,1.446,8.521,-4.392,3450.8328738720975,0.5241859570474035,-1.563,2.244,12.873,2040.293262,-20.120499
3 Wood,Standard,80.845,-2.597,-3.376,-2.461,53.126,-1.351,13.553,-1.684,0.047,117.412,1.452,9.733,-3.344,3223.260476642528,-0.3110802288261747,7.08,2.488,16.150000000000002,1896.2038000000005,114.34200000000001
3 Wood,Practice,87.822,-0.894,-0.186,-1.105,54.491,0.893,15.777,-2.066,-1.249,126.014,1.435,10.987,1.375,3208.4250305260744,-4.974881280330037,4.283,2.792,16.671,2100.7793939999997,71.401893
3 Wood,Tour,79.585,-0.48,-1.456,-2.307,54.854,-1.324,13.498,-0.975,1.411,115.494,1.451,9.722,-0.71,3641.1998182827065,5.249573419109713,-2.972,3.373,13.978,1614.375132,-41.542616
3 Wood,Practice,106.135,-2.555,0.779,-2.841,53.169,-0.856,12.973,0.798,-1.035,150.93,1.422,8.866,-1.686,3182.4941215374092,-2.5931425319786583,0.386,-6.199,15.528,2343.64104,5.9938080000000005
3 Wood,Premium,90.942,-1.167,0.157,-1.552,50.934,-0.532,16.044,0.187,-0.39,132.729,1.459,10.063,1.209,3810.0793938684997,-1.6892839562671889,1.437,1.859,17.211000000000002,2284.3988190000005,24.732207000000002
3 Wood,Practice,100.469,-1.58,1.266,-0.5,44.482,5.345,12.938,0.976,0.52,146.093,1.454,8.306,-1.956,3144.870251359957,2.7714453409722672,-1.911,-4.572,14.518,2120.978174,-27.743898
3 Wood,Tour,82.649,-2.125,2.531,-1.775,51.129,0.938,13.429,-1.234,1.668,118.853,1.438,9.233,-1.92,3710.941981867137,4.9485523579040285,0.04,5.123,15.554,1848.6395619999998,0.62216
3 Wood,Tour,101.142,-1.832,0.148,-1.138,56.707,0.506,11.688,1.261,-0.286,147.939,1.463,8.696,0.128,3260.2059943826052,0.0109271751672722,0.523,-6.299,13.520000000000001,2000.1352800000002,7.070960000000001
3 Wood,Practice,106.984,-0.337,1.12,-0.694,47.133,-1.927,13.766,-2.523,-0.002,154.512,1.444,9.42,1.029,3148.458269897679,0.2444942854244547,1.822,-2.151,14.103,2179.082736,25.695666
5 Wood,Tour,80.838,-1.097,-2.307,-1.718,54.342,0.424,17.556,-1.617,-0.736,116.301,1.439,13.058,0.142,4465.444032947602,-1.869014297157163,-3.801,-2.563,18.653000000000002,2169.3625530000004,-70.90005300000001
5 Wood,Practice,99.728,-1.742,0.609,-0.259,54.558,0.674,14.55,2.674,0.99,141.268,1.417,10.126,0.465,3303.9858551531865,3.826002094675256,0.184,-1.849,16.292,2301.5382560000003,2.9977280000000004
5 Wood,Standard,77.013,-2.609,-0.663,-2.026,51.751,0.961,16.889,0.749,0.523,109.066,1.416,11.191,1.355,4222.249584472027,1.5712273231849163,-1.222,1.287,19.497999999999998,2126.568868,-23.826555999999997
5 Wood,Practice,72.232,-2.474,0.735,-2.07,56.934,-0.126,16.572,-0.162,1.518,102.915,1.425,11.074,3.494,3639.34460632076,4.17152916935097,3.344,2.48,19.046,1960.1190900000001,63.689823999999994
5 Wood,Practice,71.248,-1.204,-0.9,-0.894,55.465,-0.022,16.762,1.742,1.22,101.584,1.426,12.055,-1.929,3754.8019577259593,3.0349160084844824,-1.669,3.925,17.966,1825.058144,-29.985254
5 Wood,Standard,96.342,-1.646,1.795,-0.968,55.063,2.181,18.761,-2.046,-1.27,137.685,1.429,13.23,1.151,3993.0793276576665,-3.904222143301604,3.426,1.322,20.407,2809.737795,69.914382
5 Wood,Tour,98.835,-0.588,1.914,-1.6,52.097,4.006,17.055,0.867,0.326,138.423,1.401,13.147,1.57,4131.959566403259,1.1410172251210944,-2.063,-0.181,17.643,2442.196989,-36.39750900000001
5 Wood,Premium,78.211,-2.066,-0.599,-1.061,49.991,-1.849,18.768,-1.546,-0.048,110.892,1.418,12.46,0.808,4714.207663317829,0.0558718682583254,-2.781,-0.52,20.834,2310.323928,-57.939354
5 Wood,Standard,95.154,-1.248,-0.919,-0.926,50.745,-0.124,16.005,-1.156,-0.848,137.409,1.444,11.602,0.125,3627.56269565263,-4.429288751023014,1.046,7.815,17.253,2370.7174769999997,18.046638
5 Wood,Tour,102.676,-2.001,0.54,-0.332,57.567,2.426,15.456,1.154,0.471,142.387,1.387,9.811,0.523,4196.403095888933,1.3872312511086982,2.609,1.307,17.457,2485.649859,45.545313
5 Wood,Practice,87.62,-0.885,1.93,0.084,55.687,-3.139,18.96,-1.022,-0.2,125.575,1.433,13.57,-3.232,3640.9699179385593,0.9930786772994687,4.028,-7.556,19.845000000000002,2492.0358750000005,79.93566
5 Wood,Premium,102.438,-0.758,-3.452,-0.254,47.697,2.584,16.397,1.034,-0.454,143.744,1.403,11.412,1.915,3967.1069969980813,-0.9336960945208218,3.523,-3.035,17.154999999999998,2465.9283199999995,60.437065
5 Wood,Tour,98.878,-2.233,3.36,-1.843,51.813,-0.41,15.811,-0.37,0.945,141.134,1.427,11.123,1.252,4238.539153247008,3.1888303466696226,-2.626,-0.733,18.044,2546.6218959999997,-47.383544
5 Wood,Standard,78.768,-2.806,-1.633,-2.034,52.219,-2.078,19.45,-3.451,-0.194,111.395,1.414,13.93,-0.059,4402.802596479615,-1.4308311525451287,2.469,4.21,22.256,2479.20712,54.950064
5 Wood,Tour,80.596,-2.26,-1.036,-0.737,49.446,0.1,17.773,0.724,-0.358,113.634,1.41,12.425,-0.788,4809.289766222406,-1.948076510805443,-4.995,4.813,20.033,2276.4299220000003,-100.064835
5 Wood,Standard,90.219,-1.436,2.191,-0.375,54.735,0.718,15.79,-1.276,0.125,127.788,1.416,11.148,-0.289,3581.8759223608454,1.0393866628651176,2.601,-2.482,17.226,2201.2760879999996,44.804826
5 Wood,Premium,107.464,-3.168,0.155,-0.942,55.224,3.338,18.384,4.335,-0.068,153.838,1.432,12.728,-0.137,4824.742059030043,-0.5946960958465078,2.755,2.431,21.552,3315.516576,59.37576
5 Wood,Practice,93.928,-1.719,-0.524,-2.725,55.467,2.31,16.769,0.429,0.027,132.981,1.416,11.5,-0.875,3829.585475404123,-1.0270113556939964,-3.339,4.608,18.488,2458.5527279999997,-61.731432
5 Wood,Premium,80.913,-2.35,1.26,-1.244,56.484,-0.674,16.5,0.468,0.312,115.702,1.43,12.412,0.6,4303.613173813787,1.2304783247687494,-1.632,-1.177,18.85,2180.9827,-30.7632
5 Wood,Standard,81.552,-3.995,-0.325,-0.98,53.874,-2.48,17.126,-0.633,-2.166,115.582,1.417,11.108,-0.839,4320.748322696518,-5.847677388513783,0.756,-1.491,21.121000000000002,2441.207422,15.967476000000001
5 Wood,Premium,99.326,-2.142,2.138,-1.16,53.825,-2.276,16.242,0.187,0.442,137.81,1.387,11.1,-0.556,4152.493918292799,2.0545048017288607,-1.174,-3.456,18.384,2533.49904,-21.582815999999998
5 Wood,Tour,96.803,-2.119,-2.226,-0.417,49.885,-0.08,17.462,-2.387,1.593,136.749,1.413,12.167,-0.424,4206.654507961781,4.056658274172327,1.827,3.377,19.581,2677.6821689999997,35.774487
5 Wood,Standard,65.941,-2.659,-1.925,-0.929,51.357,0.792,18.412,0.76,0.386,92.245,1.399,13.08,0.29,4536.866772396363,1.4643843458340915,-1.689,-2.773,21.070999999999998,1943.694395,-35.588919
5 Wood,Premium,83.992,-2.439,2.475,-0.841,43.844,1.317,16.369,1.687,-0.31,117.215,1.396,10.886,0.254,4193.95334357945,-0.8260987909083927,0.29,-0.81,18.808,2204.57972,5.454319999999999
5 Wood,Tour,80.832,-2.758,0.133,-1.954,50.754,4.142,16.207,1.914,1.232,114.489,1.416,11.475,-0.635,4366.141247127919,4.273856725188224,-0.736,-2.811,18.965,2171.2838850000003,-13.95824
5 Wood,Tour,74.564,-2.804,3.426,-1.455,54.11,2.259,18.507,0.16,-0.358,107.482,1.441,12.726,0.4,4815.6114249669745,-1.8532387799687688,-0.762,4.236,21.311,2290.548902,-16.238982
5 Wood,Standard,108.797,-1.515,-0.159,-2.861,49.2,2.584,18.064,0.233,-1.096,155.31,1.428,13.611,2.152,4348.565307134816,-4.103461463943228,1.214,4.373,19.579,3040.81449,23.768906
5 Wood,Premium,80.08,-1.416,0.35,-1.496,52.465,3.422,16.886,0.585,-1.083,114.701,1.432,11.547,2.042,4178.042313237153,-2.864449194871661,-0.975,-3.243,18.302,2099.257702,-17.84445
5 Wood,Practice,80.18,-0.809,-0.657,-1.725,50.968,1.692,14.47,-0.768,-0.02,112.306,1.401,10.549,-1.128,3047.517198880188,-0.9702215534983356,4.321,4.218,15.279,1715.923374,66.02055899999999
5 Wood,Premium,107.232,-1.242,-1.111,-0.86,48.416,-0.836,16.06,-0.759,0.274,151.676,1.414,11.953,-0.608,4123.1966521243585,1.563515042296843,1.017,-2.324,17.302,2624.298152,17.596134
5 Wood,Standard,94.189,-2.473,-0.235,-1.19,52.279,-3.041,18.223,-1.485,-2.589,133.796,1.42,12.229,1.628,4670.214895779649,-7.114703484028931,-5.682,-1.983,20.695999999999998,2769.0420159999994,-117.594672
5 Wood,Standard,79.107,-1.366,2.886,-1.134,52.335,0.981,17.011,-0.788,0.78,113.036,1.429,11.82,-0.818,4014.286004306351,3.0978978628977702,-0.954,-3.976,18.377,2077.262572,-17.531657999999997
5 Wood,Tour,79.026,-1.94,-0.5,-3.219,55.189,0.23,15.966,-1.07,-0.835,111.403,1.41,10.733,-0.104,4054.571925103165,-3.714296682745704,1.008,4.661,17.906,1994.782118,18.049248
5 Wood,Tour,71.883,-0.741,-2.252,-1.379,58.101,-0.866,19.022,-0.181,0.72,99.668,1.387,13.647,-1.96,4154.188207113495,2.4876603089969223,5.15,-1.32,19.762999999999998,1969.738684,101.77945
5 Wood,Premium,105.124,-0.941,0.996,-0.465,43.853,0.679,16.153,-4.093,-0.899,147.682,1.405,10.857,-0.125,4260.024649972312,-2.9274625107726817,-1.227,-1.712,17.093999999999998,2524.4761079999994,-20.974338
5 Wood,Premium,77.076,-0.44,-2.051,-0.852,57.146,1.829,17.312,-2.661,-0.358,110.142,1.429,12.2,-0.168,3987.8571266024583,-0.5772816038283684,0.868,-2.043,17.752000000000002,1955.2407840000003,15.408736000000003
5 Wood,Premium,108.137,-1.664,0.339,-1.363,52.606,-0.945,17.121,3.675,0.625,154.213,1.426,12.5,0.195,4684.721934443125,1.6783609425817916,-2.711,1.202,18.785,2896.891205,-50.926134999999995
5 Wood,Standard,78.225,-1.079,-1.374,-0.822,54.68,-0.527,18.007,2.312,0.361,110.232,1.409,13.043,-1.863,3893.776299053265,1.7692972409169756,2.76,-2.621,19.086000000000002,2103.887952,52.67736
5 Wood,Standard,73.733,-2.039,-1.932,-0.602,49.695,4.242,15.756,-3.745,0.009,104.082,1.412,10.346,-2.195,3816.1683369529555,0.2261788789142398,1.55,-1.043,17.795,1852.13919,27.582250000000002
5 Wood,Standard,86.169,-1.498,0.086,0.419,47.918,-4.319,17.753,-2.485,0.486,123.077,1.428,12.854,0.349,3964.832727337295,0.8905285981770058,1.356,3.076,19.251,2369.355327,26.104356000000003
5 Wood,Standard,78.736,-2.337,1.163,-1.638,52.469,0.723,18.749,0.657,-0.427,113.653,1.443,12.766,2.451,4250.796376543787,-0.0149014026331815,2.265,-5.824,21.086,2396.487158,47.75979
5 Wood,Tour,89.474,-1.975,0.151,-0.635,53.984,3.623,17.176,-3.444,0.245,126.072,1.409,12.808,2.582,4399.319291025833,0.8440783084774571,-1.566,-0.438,19.151,2414.404872,-29.990466
5 Wood,Tour,97.954,-2.993,-0.06,-0.651,47.956,-0.724,17.612,-0.824,-1.224,138.964,1.419,12.869,-0.097,4811.521352466993,-3.628279525583472,-4.177,0.82,20.604999999999997,2863.3532199999995,-86.06708499999998
5 Wood,Premium,83.944,-2.272,0.504,-2.083,58.967,0.425,16.273,-0.658,0.554,119.279,1.421,11.715,1.844,4208.16479955547,1.7811911360333397,-1.199,-0.841,18.544999999999998,2212.0290549999995,-22.235454999999998
5 Wood,Tour,70.418,-2.894,-1.144,-2.381,57.358,3.198,19.897,-0.036,1.487,99.007,1.406,13.709,1.201,5030.118773590359,4.130780077729245,-0.599,-1.259,22.790999999999997,2256.4685369999997,-13.651808999999998
5 Wood,Standard,101.082,-0.759,-0.135,-1.376,55.475,-2.18,16.146,0.023,0.145,145.638,1.441,10.844,1.23,4058.230144643497,0.3618008504169042,-1.559,0.969,16.905,2462.0103900000004,-26.354895
5 Wood,Standard,104.413,-3.408,0.54,-0.184,50.505,1.619,15.068,-0.422,-0.298,146.024,1.399,9.418,0.248,4531.270567037242,-0.8584269157850882,-3.747,-0.35,18.476,2697.9394239999997,-69.22957199999999
5 Wood,Standard,73.46,-2.86,4.169,-1.44,56.855,0.76,18.325,0.61,0.03,104.528,1.423,12.948,0.859,4651.539205617994,-0.0295251747011682,-3.407,0.467,21.185,2214.42568,-72.177295
5 Wood,Standard,85.406,-1.933,-3.31,0.109,48.275,2.114,16.178,-2.398,1.147,121.79,1.426,10.8,-1.308,3862.72006218027,4.752684605328052,0.515,-5.482,18.111,2205.73869,9.327165
5 Wood,Standard,71.583,-2.517,-0.705,-0.343,50.721,-3.155,18.053,0.013,0.782,101.875,1.423,12.802,-3.11,4667.386044890474,2.908425948769389,-5.105,-3.478,20.57,2095.56875,-105.00985000000001
5 Wood,Premium,106.523,-2.031,0.228,-0.765,54.368,0.745,14.727,-3.261,-0.505,152.55,1.432,9.994,-2.988,4128.671217397464,-1.04154756902266,-0.417,-3.58,16.758,2556.4329000000002,-6.988085999999999
5 Wood,Premium,89.882,-1.653,-1.236,-1.462,49.322,-0.775,16.512,-0.415,-0.651,126.784,1.411,11.465,0.14,4114.009879641388,-2.230793108251006,-1.605,0.266,18.165,2303.03136,-29.154825
5 Wood,Standard,103.795,-1.719,0.201,-0.091,47.78,3.105,16.26,0.708,-0.663,146.117,1.408,12.142,0.457,3831.0377936052514,-2.9715885204544272,5.513,3.85,17.979000000000003,2627.0375430000004,99.11822700000002
5 Wood,Standard,79.793,-2.325,-1.318,-0.657,49.987,-2.761,18.018,-2.717,2.021,112.411,1.409,12.752,-3.027,4113.003616402537,6.171696408160607,2.876,-0.782,20.343,2286.776973,58.506468
5 Wood,Standard,87.657,-1.81,0.016,0.069,47.988,-0.544,17.221,0.613,-1.461,123.948,1.414,11.955,-1.633,4002.9682986689327,-3.777227338980636,0.459,-3.08,19.031,2358.8543879999997,8.735229
5 Wood,Standard,87.266,-1.737,-0.513,-0.957,47.866,-0.078,16.23,0.768,0.615,125.388,1.437,11.177,3.063,3990.1708028673775,2.961685778744005,-2.976,-5.085,17.967,2252.846196,-53.469792
5 Wood,Tour,72.288,-2.794,-1.293,-0.557,48.208,-0.557,19.723,-0.011,-0.444,103.828,1.436,13.526,-0.549,4919.801535020049,-0.3694387525721889,0.424,-3.74,22.517,2337.895076,9.547208
5 Wood,Standard,75.404,-2.389,1.225,-0.387,50.108,0.29,18.637,-1.353,1.334,106.081,1.407,12.983,1.205,4564.58845104777,3.7648842712988775,-2.29,0.063,21.026,2230.4591060000002,-48.14954
5 Wood,Practice,77.597,-2.579,0.92,-0.48,50.038,-1.956,17.818,-1.222,1.262,109.053,1.405,12.708,1.232,4135.752282769725,3.4939977113903264,-2.131,-0.38,20.397000000000002,2224.354041,-43.466007
5 Wood,Standard,69.697,-1.261,0.335,-1.555,44.983,-0.366,19.746,-0.488,-1.942,97.217,1.395,14.756,0.11,4383.447883236744,-5.123539492559863,0.352,-1.825,21.006999999999998,2042.2375189999998,7.394463999999999
5 Wood,Tour,91.243,-2.217,-0.535,-1.357,54.109,1.036,17.2,-0.04,-0.174,130.252,1.428,11.403,1.528,4270.1238237812695,-0.6477374292252471,1.215,0.6,19.416999999999998,2529.103084,23.591655
5 Wood,Premium,109.683,-2.624,0.047,-0.359,44.168,-0.92,16.138,3.714,0.025,155.234,1.415,11.153,-0.058,4430.170115734357,0.2243294734083942,1.023,-0.875,18.762,2912.500308,19.193526
5 Wood,Standard,83.198,-3.507,-0.942,-1.448,60.294,1.299,17.856,0.72,-0.185,117.98,1.418,11.835,-1.371,4555.77699430498,0.2710215108045596,-2.161,-4.057,21.363000000000003,2520.4067400000004,-46.16544300000001
5 Wood,Premium,108.578,-1.932,-2.062,-0.532,47.661,-1.24,16.286,0.469,-1.107,151.93,1.399,10.872,0.542,4243.389027263147,-3.3841458143378107,2.017,0.276,18.218,2767.86074,36.745706
5 Wood,Practice,82.156,-1.369,-1.469,-1.925,48.149,-1.668,14.662,1.361,1.992,113.788,1.385,9.993,2.118,3383.2030477758876,7.683315915169051,-0.669,-2.322,16.031000000000002,1824.1354280000003,-10.724739000000001
5 Wood,Premium,67.267,-3.135,-0.884,-1.25,54.287,0.882,18.742,1.07,0.444,96.518,1.435,13.343,1.097,4783.969576129532,0.9005625188812093,-0.474,1.428,21.877000000000002,2111.5242860000003,-10.369698000000001
5 Wood,Standard,103.303,-1.044,-4.107,-1.092,51.127,-0.651,18.709,-0.75,-1.08,144.711,1.401,13.314,-0.544,4290.307836996994,-2.5323981836929503,3.41,-3.478,19.753,2858.476383,67.35773
5 Wood,Tour,77.833,-3.022,3.072,-0.455,58.165,0.897,16.593,-0.514,2.815,110.464,1.419,11.578,1.163,4234.784200408497,8.67269831429615,3.214,-2.028,19.615,2166.7513599999997,63.042609999999996
5 Wood,Premium,84.168,-1.505,-1.169,-0.918,56.886,-2.154,17.928,0.034,-1.23,120.189,1.428,13.512,0.99,4463.575547276695,-3.902816633265077,-2.9,1.224,19.433,2335.6328369999997,-56.3557
5 Wood,Tour,98.536,-2.0,-1.05,-1.763,48.816,-2.443,17.167,1.037,0.336,142.729,1.448,12.415,-1.344,4549.579567780493,1.120798416022207,1.531,-0.898,19.167,2735.6867430000007,29.344677
5 Wood,Premium,96.596,-2.936,-2.479,-1.686,48.871,-1.544,16.967,-0.135,0.559,137.788,1.426,11.735,-0.515,4234.160894327364,2.3245500029120048,1.329,-3.527,19.903,2742.394564,26.451086999999998
5 Wood,Tour,80.88,-2.073,-0.431,-1.295,47.64,-0.267,17.614,1.569,0.455,114.263,1.413,11.725,-3.51,4405.829855558848,1.2336889781870377,0.661,-0.195,19.687,2249.4956810000003,13.013107000000002
5 Wood,Tour,108.838,-2.308,-1.079,-3.17,54.772,3.005,16.209,1.457,1.485,156.019,1.433,12.119,-0.629,4853.546577778982,2.9134971003491423,-4.565,8.545,18.517,2889.003823,-84.530105
5 Wood,Standard,65.061,-1.574,0.74,-0.697,48.2,2.909,17.637,3.288,-0.776,91.822,1.411,12.681,1.013,4211.456443603923,-2.7987598756693366,-1.582,2.114,19.211000000000002,1763.9924420000002,-30.391802000000006
5 Wood,Premium,76.268,-3.579,1.173,-1.185,50.336,-1.883,18.566,1.653,-1.844,108.991,1.429,12.957,-1.274,4580.3950445619175,-4.084362037287499,2.876,-3.542,22.145,2413.6056949999997,63.68902
5 Wood,Premium,85.227,-1.925,-2.21,0.912,53.836,-0.147,17.074,1.584,0.345,121.564,1.426,11.738,-0.347,4295.537298438064,1.7189926539799127,-0.922,-3.067,18.999000000000002,2309.5944360000003,-17.517078
5 Wood,Practice,108.153,-0.826,-1.627,-1.533,51.887,0.567,14.972,0.306,0.257,154.304,1.427,10.979,1.666,3572.55714174978,1.6853719032601442,-0.722,-4.242,15.798,2437.694592,-11.406156
5 Wood,Standard,104.059,-2.635,-0.876,-0.287,46.544,0.407,15.807,-3.146,1.911,149.548,1.437,10.986,1.401,4400.077454718843,5.1325066543837865,-1.993,3.938,18.442,2757.964216,-36.754906000000005
5 Wood,Standard,84.653,-1.67,-0.981,-2.264,46.399,-2.246,17.964,-1.299,1.09,119.43,1.411,13.012,1.92,4285.159168821251,3.0002619315803774,-2.735,0.454,19.634,2344.88862,-53.69899
5 Wood,Standard,83.827,-1.992,-1.709,-0.324,54.245,-0.888,16.767,3.509,0.553,119.28,1.423,11.964,-0.439,4296.391092353041,2.4327197738392865,-4.946,-2.713,18.759,2237.57352,-92.78201399999999
